Age,Study_Hours,Attendance,Internal_Marks,Result
24,1.4424625102595976,86.88542189623514,32.0,Fail
21,1.979914312095726,90.46478461314871,37.0,Fail
22,1.2261364445526903,69.50550175969599,43.0,Fail
24,2.626651653816322,89.12865394447438,47.0,Pass
20,2.94338644844741,74.71132530877013,44.0,Fail
22,,85.29223322374318,31.0,Fail
22,5.143687545759647,85.34118843043579,39.0,Fail
24,2.7837666334679465,81.43098736299034,31.0,Fail
19,2.4046725484369036,63.61159080217633,46.0,Fail
20,3.7134804157912424,93.41209982356952,37.0,Fail
24,1.7046211248738132,72.83120259886944,30.0,Fail
20,5.010984903770199,67.46074041599417,38.0,Fail
20,1.372753218398854,61.63100566219056,40.0,Fail
22,5.9344346830025865,83.63571772752968,45.0,Pass
21,4.861223846483287,87.1025744736913,36.0,Fail
20,1.993578407670862,60.663513157114245,39.0,Fail
23,1.027610585618012,80.48372233197124,32.0,Fail
22,5.0773071422741705,69.05983100791752,47.0,Fail
19,4.534286719238086,85.80691161637799,42.0,Pass
21,4.645035840204937,66.97465716019965,36.0,Fail
23,4.856351733429729,,33.0,Fail
23,1.370223258670452,75.46941385202149,42.0,Fail
19,2.792328642721363,97.46919954946938,49.0,Pass
21,1.5793452976256486,65.50083776583973,30.0,Fail
22,5.315517129377968,73.64265404201034,37.0,Fail
18,4.11649063413779,64.53894084962356,43.0,Fail
21,2.654490124263246,96.98774473114251,45.0,Pass
19,1.3177917514301183,95.09357413523924,43.0,Fail
23,2.554911608578311,70.31766510860622,41.0,Fail
22,2.6259166101337352,86.39936184136715,48.0,Pass
21,4.64803089169032,92.68888800804864,44.0,Pass
18,4.187787356776066,82.2080324639785,31.0,Fail
18,5.436063712881633,81.18602313424026,31.0,Fail
20,3.3610746258097466,69.67409163601806,48.0,Fail
20,1.5979712296915085,63.72411071223597,46.0,Fail
24,4.566223936114975,95.88863031813307,49.0,Pass
19,4.803925243084487,96.01672228653322,39.0,Fail
21,3.8063859878474813,85.32405829093072,35.0,Fail
21,4.854835899772805,73.56119164194803,44.0,Fail
24,3.4689779818219537,73.96838298450643,40.0,Fail
23,3.6136641469099704,89.03822715480958,34.0,Fail
23,3.137705091792748,95.88441039810309,30.0,Fail
24,1.1270956337204758,95.48345697060469,37.0,Fail
23,1.5394571349665223,91.19502183430495,41.0,Fail
20,1.1571459284336711,85.68126584617151,41.0,Fail
21,4.182052056318902,63.365598599801956,34.0,Fail
24,2.5717799053816335,66.46514856378455,36.0,Fail
21,3.542853455823514,95.94216754108317,33.0,Fail
18,5.537832369630465,84.2571623863836,35.0,Fail
20,2.246461145744375,60.36788206466519,42.0,Fail
22,3.0519146151781484,64.05886171464128,,Fail
20,4.777755692715243,86.54007076432222,44.0,Pass
24,2.1439908274581123,60.20246335384875,32.0,Fail
22,1.3848995491439648,66.43232205669995,37.0,Fail
18,2.4487572645688402,81.94935157466344,49.0,Pass
24,1.806106436270022,87.67580790770774,45.0,Fail
19,5.648488261712865,86.07845038010402,42.0,Pass
21,5.040601897822085,68.9707723784224,47.0,Fail
18,4.167018782552118,88.48716885390144,39.0,Fail
21,5.357302950938589,69.489963499872,48.0,Fail
23,5.018360384495573,73.01598792637071,46.0,Fail
19,1.932850294430179,89.85965620472096,48.0,Fail
19,5.462794992449889,85.98531596188859,34.0,Fail
18,3.6967112095782535,93.96893641976712,38.0,Fail
19,5.037200775820312,86.30451569201374,41.0,Pass
22,5.480456499617466,82.73234413341886,30.0,Fail
19,2.590017374859319,63.7469907131237,30.0,Fail
21,1.5502596226383838,74.70863212237734,44.0,Fail
21,2.1396758127097084,70.60809470726902,31.0,Fail
24,3.1355389431312815,69.75958573516334,45.0,Fail
21,5.090073829612465,98.92042219009782,37.0,Fail
24,5.303652916281717,75.72390898667041,42.0,Pass
21,1.0347606526559536,95.68186220708454,30.0,Fail
22,3.553736512887829,85.24554503989052,45.0,Pass
24,3.087055015743895,91.79245214166593,36.0,Fail
20,2.1105390523536514,80.10548372420769,34.0,Fail
23,1.5993268366684141,83.07615538505436,32.0,Fail
18,2.6880758570181396,79.70070775275455,41.0,Pass
21,5.714548519562596,67.80971951192178,45.0,Fail
19,2.616014660103776,88.89808461046022,48.0,Pass
21,3.5939531087168306,71.23089449763424,34.0,Fail
19,4.515094794475889,60.97263865725815,43.0,Fail
23,2.81814801189647,85.81889183628671,34.0,Fail
23,5.858910413604804,67.08442717628196,44.0,Fail
23,5.812236474710556,97.61834337411656,46.0,Pass
19,2.2589114791268208,98.1571430801035,43.0,Pass
21,3.4862425294619275,96.59457560881793,49.0,Pass
23,2.504391549083848,74.80634801021777,34.0,Fail
22,2.4242024718873383,60.6182646611547,41.0,Fail
24,1.184434736772664,97.13274250350901,45.0,Fail
19,4.047821669899484,77.12736593269257,45.0,Pass
19,3.5133951161443076,98.66619276174679,36.0,Fail
21,1.2573937562499466,98.54479908357011,33.0,Fail
19,2.3932323211830573,94.12037821869441,30.0,Fail
19,5.541329429833269,71.77795568278343,34.0,Fail
23,2.197809453334862,75.403909144077,39.0,Fail
21,1.7244743604561155,94.04546686067428,34.0,Fail
23,3.447263801387815,72.6768802062511,33.0,Fail
24,5.928252270553004,66.7797098674437,31.0,Fail
24,2.210276357557502,82.27205049833401,49.0,Pass
